"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual","Sdr: Residual","Tke: Residual"
56.0,0.01061118031895266,0.0755567042844519,0.033557013221741476,0.06647718675979,3.42479457608263E-5,0.0032733384855165204
57.0,0.010802844902808025,0.07378370175760385,0.03216452536831416,0.06473020621487548,2.791230696059193E-5,0.0032746518019721683
58.0,0.010493468118737885,0.07230297311482561,0.03078730481042153,0.06303767078102175,2.418306170538689E-5,0.0032945688707475516
59.0,0.010277814734047234,0.07104408989205455,0.02949609666621305,0.0613485257440593,2.4526580122654852E-5,0.00333495514106408
60.0,0.010068116952842003,0.0698262430347611,0.028343258091009307,0.05967700463107015,2.98841909415229E-5,0.003374367035377028
61.0,0.009869659406172113,0.06864676226481967,0.027406248218169064,0.05797871882458256,4.1306693204549224E-5,0.003224876754251489
62.0,0.009601876510548044,0.06747622658778193,0.02666148721495669,0.056300601202286,5.6093072309524274E-5,0.0031767819591427666
63.0,0.009482156430724215,0.06631382985591978,0.02611539143903924,0.0545586766905358,7.520310979646255E-5,0.003160766180815389
64.0,0.009428186628211722,0.06511864665266334,0.02570963882737302,0.052817198950381235,9.936330938090413E-5,0.003164663093553568
65.0,0.00928124978837144,0.06396464609136894,0.02539042359768684,0.05112915936674625,1.2766516293801682E-4,0.0031864514925656353
66.0,0.009534804289308974,0.06284556284842902,0.025074005568329706,0.04939124754630107,1.5687272387216171E-4,0.0032215013446077467
67.0,0.009433323449326611,0.06180329815934677,0.024774830400084286,0.04776025639115618,1.8125248004421994E-4,0.003270171005882228
68.0,0.009449275024430085,0.06088644425946289,0.02443883731029218,0.046285814939970665,1.945650265594023E-4,0.003323641759598505
69.0,0.009752419584904314,0.06007075571286202,0.024045863637469977,0.04495567583231037,1.9334409825595833E-4,0.0033831959190157254
70.0,0.009863652005148632,0.05942481179024147,0.023615992760024497,0.04381069263916511,1.788400051628586E-4,0.0034519598171186346
71.0,0.009690124685252228,0.058978554375214175,0.023175765552051305,0.04289974759627485,1.5568592921355937E-4,0.003526658221267212
72.0,0.00980744746818377,0.05867640489646485,0.02272158098994767,0.04212424786165933,1.2986118301591167E-4,0.0036033155211192126
73.0,0.009771881895841435,0.05855206292280937,0.02229360898093578,0.0415176561201564,1.0789986371381261E-4,0.003686039424321524
74.0,0.010033009316345442,0.05854837121733854,0.02187682085955109,0.040997702423010436,9.218595377607822E-5,0.0037641031159716346
75.0,0.010149627696239318,0.05862832285133228,0.021488191178996304,0.040556914920167615,8.124637358915236E-5,0.00382734998556491
76.0,0.010150003052045331,0.05879830445758519,0.021129513970447048,0.04017690892830619,7.245420033658052E-5,0.003859922015297375
77.0,0.009834581013955306,0.058960322578613285,0.020791332461753152,0.039849375996112484,6.531197868135853E-5,0.0038543065557090183
78.0,0.009878873971082792,0.05910900546237596,0.020436812112868435,0.039531056458201444,5.939343526061758E-5,0.00383692653572446
79.0,0.009711062772046445,0.05908322493129081,0.020102379468310175,0.03920273855949546,5.499909399600024E-5,0.0038247134597382453
80.0,0.00959317518912755,0.05897217036543487,0.01977051586638722,0.038896689710549597,5.325381081859981E-5,0.0038368309261918023
81.0,0.00948613353183891,0.05872077741681158,0.019416363580551776,0.03859598256390148,5.284108698690624E-5,0.0038850316129284447
82.0,0.009442419742683141,0.05820671968149578,0.019068884590801374,0.0382704364482493,5.266182444164226E-5,0.003966893942693501
83.0,0.00947043450881657,0.05751076362294983,0.018724463481364615,0.03795608778058484,5.336569389202607E-5,0.0040662319081232285
84.0,0.009404060233745844,0.056636299860830075,0.01836822767673151,0.03763276821569523,5.362625674475812E-5,0.004172077459049111
85.0,0.009088305992198687,0.05551650657122646,0.017994985336712486,0.0372864725450582,5.3091876859311774E-5,0.004276774047762105
86.0,0.00897388724291168,0.05429934225160421,0.017613958254633414,0.03690442319010256,5.251707853101842E-5,0.004376914853996971
87.0,0.008811677590142704,0.05299559008331169,0.017198366899544217,0.03649667391059416,5.186202730320289E-5,0.004481170758551697
88.0,0.008459752697835408,0.05163386513837557,0.016770049438448592,0.03601084497782411,5.125823384143627E-5,0.004591114944892124
89.0,0.008306560476433505,0.05030456416545357,0.0163274891624597,0.03542004742536257,5.1130742220030736E-5,0.004704767256376739
90.0,0.008211622570019372,0.049046455714209826,0.015911538079777614,0.034888932650211875,5.188833236352957E-5,0.004838402514863335
91.0,0.00788840404768945,0.047848881719986684,0.015461540344250277,0.034120242637251726,5.2364320843324465E-5,0.004992924624576524
92.0,0.007938186765472699,0.04681395229786532,0.015033138286966983,0.033299052039002096,5.26465504453005E-5,0.005163767688728739
93.0,0.007912151358754432,0.04584963163732816,0.014661223541136217,0.03245592056779741,5.2618560382777586E-5,0.005344755817033731
94.0,0.007853548464953682,0.0449736639373179,0.014328653111428264,0.031572397273455455,5.209143686505603E-5,0.0055317044800705355
95.0,0.00766428816002255,0.044138587603381185,0.014026042896574262,0.030658372217972192,5.097097674943587E-5,0.005715513954270805
96.0,0.007556345879902906,0.043374496871202255,0.013750169143503141,0.02976343803038133,4.914670895268239E-5,0.005743572090387919
97.0,0.007373189467255463,0.04269714733106828,0.013513450918657046,0.028863283984747523,4.6217566089637034E-5,0.005902381347225609
98.0,0.007364661760491901,0.04208285660157756,0.01328208468246964,0.028011192660956346,4.264559912195655E-5,0.005861600163816896
99.0,0.007283109676977523,0.04155074024192554,0.013074470131839011,0.02718583805326515,3.872127772922347E-5,0.00582110913723581
100.0,0.007250995043167808,0.04109202829560409,0.012868076502765174,0.02641261920088616,3.510920287714681E-5,0.005887048183272454
101.0,0.007211300868900461,0.040729221327212836,0.01267182700191808,0.025700688666074133,3.219413933237972E-5,0.0058105356478142505
102.0,0.006856757289129933,0.04036988448127121,0.012481509924202938,0.025039300653781116,2.9741819784891594E-5,0.00582145969176312
103.0,0.007011076655127609,0.040065592515893964,0.012280145069571485,0.024458832937083383,2.7677432309268044E-5,0.005879349380707119
104.0,0.006629470292942271,0.03973909597782709,0.012110322961430631,0.023919100360021366,2.6191902037022615E-5,0.005984461036957401
105.0,0.006502137134617811,0.03940374704166534,0.01193790375653528,0.023440900875585674,2.5260456822022605E-5,0.006095709868893702
106.0,0.0067097348720748925,0.038938867423706856,0.011784551422650199,0.02297990097652457,2.476860386161808E-5,0.006200318233427885
107.0,0.006308062245272848,0.03861772735683487,0.011661967659908653,0.022580618699850064,2.4376417150675085E-5,0.006276766555437036
108.0,0.006373632501812441,0.03806093842113644,0.011529081155333975,0.02219193976411696,2.4064217276405098E-5,0.0063315994974247215
109.0,0.006292467177725153,0.03759550858752645,0.011400893971087575,0.0218383201654418,2.3604542064819094E-5,0.006354493716766402
110.0,0.006032996503091258,0.0370070409709802,0.011265251367285156,0.02151322785831805,2.3320810084445806E-5,0.006362925439728656
111.0,0.006129134126597776,0.03636503156418525,0.011129002756911957,0.021232389410142244,2.3071620244689068E-5,0.0063326794516625875
112.0,0.005941281770861157,0.035704223732520746,0.010975108884792853,0.020973860231010565,2.2997796383039765E-5,0.006284790595890942
113.0,0.006099778360835386,0.03501360683380199,0.010823797610165472,0.020748175805055218,2.291435340794424E-5,0.006194150446220719
114.0,0.006183705921679836,0.034274428198891295,0.010633667315078223,0.02053377268315529,2.2909967491041465E-5,0.006070073701185691
115.0,0.005903089599721146,0.03366604545479797,0.010485700878269857,0.02034113830930433,2.2735112749012595E-5,0.005927765854374343
116.0,0.005980470007059215,0.033013598292295776,0.010301601549372982,0.020151816244256684,2.2458905740589786E-5,0.0057465271095996934
117.0,0.005981391420073613,0.03231301505141412,0.01009024777206686,0.019962753669764043,2.231435980542443E-5,0.005540363221779565
118.0,0.005752505695602407,0.0318482125670367,0.009950962853523362,0.01980247878909004,2.2216802449927777E-5,0.0053008054324676914
119.0,0.005908660229050832,0.03129438336724628,0.009761653504074316,0.0196272699445982,2.2213377930129566E-5,0.005033445170262375
120.0,0.005779554632899237,0.03100389827948614,0.009647564516680671,0.019491890082150763,2.209577169349363E-5,0.0047441844710021915
121.0,0.005999463393242679,0.030570768792992968,0.00950117610952676,0.01934266009193373,2.1946882978056133E-5,0.0044340861114161335
122.0,0.00591219062381091,0.03039470899007349,0.009437398957503926,0.019261801665608556,2.1684589308416608E-5,0.004109391370197529
123.0,0.006111929947286386,0.030097073311258313,0.009332284987075974,0.019165069180931825,2.1427342830276852E-5,0.003797168653561607
124.0,0.0061373245197490255,0.03004909423629729,0.009302565839891754,0.01911585244354672,2.114416663801648E-5,0.0034986504292538593
125.0,0.006188456260867115,0.029809941434567964,0.009242341506396263,0.019070277585013524,2.0856970252752265E-5,0.0032243425194615704
126.0,0.006167574645423855,0.02978340849442638,0.00926594181081675,0.01916057148476883,2.047574906574311E-5,0.0030069873676165093
127.0,0.006213890562404562,0.029636759401566855,0.009232299913115187,0.01915868821159609,2.0045817278997142E-5,0.002859998736747442
128.0,0.006031767848679642,0.029577981940854373,0.009232377759277896,0.019176794504954353,1.963184654949049E-5,0.002770461585636647
129.0,0.006201583126162075,0.02951582795813476,0.009261503015209777,0.019245084929592635,1.918485071543401E-5,0.002726237869343363
130.0,0.006298844806271597,0.02933660087349539,0.009248663179250527,0.01929792663020437,1.862469345541045E-5,0.0027081991898147287
131.0,0.006151704727331661,0.029263149843649982,0.00930385458700958,0.019407529223591673,1.7928483663458264E-5,0.002712338795060879
132.0,0.00629289332091794,0.029087194928504576,0.009293528229563138,0.019476123056148358,1.7167511738520367E-5,0.002727359217917027
133.0,0.006116322499412006,0.028971215133124804,0.009333504889699125,0.019607412363245296,1.637349453098861E-5,0.0027516455577615583
134.0,0.00627949061371773,0.028747881803820503,0.009324759285798784,0.019664933743294845,1.5573461218751862E-5,0.0027824248134647907
135.0,0.006338949179889523,0.028570696446129487,0.009369860652617705,0.019735821944958334,1.4812372662595523E-5,0.0028182423334713958
136.0,0.006341042017702226,0.02831264217039508,0.009356043999542997,0.01973735001312557,1.4153216855422487E-5,0.002856999230492839
137.0,0.0062539524854781006,0.028081897399847556,0.009394090031597439,0.019696857193154647,1.3643047328127589E-5,0.002895002655737189
138.0,0.006017306717902119,0.027768002427260054,0.009396695701095175,0.019707621240835017,1.3292494151701724E-5,0.0029380682143887137
139.0,0.006074739296141139,0.02742197867497969,0.009347078594898757,0.019576803821690716,1.3112221573306844E-5,0.0029831093200117648
140.0,0.005956092947520904,0.02708081716252309,0.009339710681719168,0.019438011059510363,1.3013765801258001E-5,0.003027690688100046
141.0,0.005856400408666886,0.026649110781263034,0.009260437415396037,0.019235127906766656,1.2976954549797728E-5,0.0030695918360155497
142.0,0.0055175211855503625,0.026216529251114562,0.009234693290890727,0.01907479287398879,1.2972355736350346E-5,0.00311364674154431
143.0,0.005595992532699867,0.0257161136262064,0.00910667220823509,0.018806357561843293,1.3026765004998265E-5,0.0031565386766506977
144.0,0.005387133474247156,0.025211440585329477,0.009017048701325355,0.018581481603738834,1.3138188168777416E-5,0.003202368259850909
145.0,0.005480349979828178,0.024652997836126168,0.008859234931679921,0.018279259961078154,1.3309776328980697E-5,0.0032503269608580576
146.0,0.005405129524374666,0.024121961380351525,0.008748126976151661,0.018005373462221138,1.350825733164291E-5,0.003300308900661278
147.0,0.005108097944393083,0.02357832664894814,0.008594960276750769,0.01772323560887915,1.3749175417870847E-5,0.0033531278302132038
148.0,0.005087576639148552,0.02304933501989509,0.00845955749097133,0.017455671431517626,1.3992176725674157E-5,0.003408539932132926
149.0,0.004959073309458501,0.0225338065304086,0.008300473929059318,0.017198451743836683,1.424048680081773E-5,0.0034662660393336053
150.0,0.004743410946805654,0.02204506471516115,0.00813070863122606,0.016909184538420483,1.4510039247217406E-5,0.003525619352935783
151.0,0.0045634496810271034,0.021586444401186535,0.007997132642198283,0.016671365797432152,1.475889834057817E-5,0.003587085041597262
152.0,0.004590079501837317,0.021164880500219006,0.007819843471095907,0.01635044205323369,1.5040581577110477E-5,0.003649970162917686
153.0,0.0044841792760817786,0.020805757523653504,0.00769094995007537,0.016068452523532954,1.5320909139444336E-5,0.0037122025194794113
154.0,0.00427715891683937,0.02046813729821559,0.00753684424089637,0.015774312629431953,1.5620956336093923E-5,0.003773572136153747
155.0,0.004145370313942647,0.020181808917019803,0.007423213631517044,0.015529255949819562,1.5886680299029302E-5,0.003834085096346084
156.0,0.004213574008209152,0.019927743614841793,0.0072886772694074125,0.015233019306337765,1.615920154786587E-5,0.0038921944725620787
157.0,0.00400759075744498,0.019694444875020575,0.007212237447495808,0.01510961904792356,1.6433581296888015E-5,0.003950087570877383
158.0,0.0040827992373767795,0.01951952614423847,0.007101788191902867,0.014847750308199488,1.6737023101135434E-5,0.0040076876436135455
159.0,0.0038986805332855467,0.01941570017798269,0.007043186541302482,0.014618844391639959,1.7077376320833113E-5,0.004064273869755736
160.0,0.0038432297931786912,0.019327898758856692,0.00699436014787019,0.014412013633112423,1.7441134560133365E-5,0.004118523360988935
161.0,0.0039019915147391524,0.019267711150165262,0.006965950885278866,0.014239074173963062,1.7802723220694168E-5,0.004167578729816007
162.0,0.0038418823812033796,0.019217088025089327,0.0069206705446128655,0.014069252034264774,1.8175749096676854E-5,0.004212394035971611
163.0,0.003818496137149467,0.019177528347919783,0.006907777153861645,0.01396077038938481,1.8527656050759593E-5,0.004254161802196142
164.0,0.003937309066097844,0.019131300613370022,0.00685415908035484,0.01380999648236782,1.8893732817045222E-5,0.004293090407513471
165.0,0.0037950066748101276,0.019102781894585686,0.006856309311303369,0.013836986861109372,1.9272211860169837E-5,0.00433038832738492
166.0,0.0038674275669642027,0.019053723178200015,0.006805008492568919,0.013695062174489419,1.9690546475291945E-5,0.004369410139461253
167.0,0.003712886498114623,0.019032659295129553,0.006791530951354385,0.013572463462084232,2.014886622574026E-5,0.004410153280984005
168.0,0.00366163584878542,0.018993497945850542,0.006766078079730915,0.013453347099436212,2.05931707361383E-5,0.004453736858449075
169.0,0.003679529872931932,0.018959801844113992,0.006753404683717837,0.01334740461099328,2.0986246001957352E-5,0.004499092962686848
170.0,0.0036346097485369408,0.01891219547573206,0.006709979968800488,0.013231161402936524,2.1341938120911443E-5,0.004547826155802634
171.0,0.003685903126277652,0.018873464580680715,0.006696522550592669,0.013130533253006829,2.1659286313079697E-5,0.004599443255451798
172.0,0.003634161536167114,0.01882348819179291,0.006644416590752113,0.013019584594161072,2.1952967399150237E-5,0.0046549214064565666
173.0,0.003589677091011295,0.018772078199306395,0.006622914996763987,0.012938274152582419,2.220818466777923E-5,0.004715066896471011
174.0,0.0036882330438056375,0.01868834697845997,0.006552570805684978,0.012810931626136859,2.245500974031445E-5,0.004779309705643035
175.0,0.0035384988450930096,0.018633499338379062,0.00653738765647981,0.012729029841591523,2.2684671848221775E-5,0.004844584264077798
176.0,0.003611472699103377,0.01853928925138477,0.0064696066217647214,0.012598231915569157,2.2914535118141216E-5,0.00491155531414671
177.0,0.0036113754353109067,0.01846875666099312,0.00644065920225581,0.012487112568016427,2.3129180749549403E-5,0.004977555412054048
178.0,0.0035529606520511227,0.018384569254375583,0.0063909817230500925,0.012366452051981893,2.332761500041563E-5,0.005041847763223855
179.0,0.0036120417744035013,0.018293270316585772,0.006362233020097853,0.012255657908502565,2.349787641749724E-5,0.005104050247399256
180.0,0.003561681525260256,0.01821557745921179,0.006323764592392492,0.01214231482165137,2.366553225514768E-5,0.005162569691700331
181.0,0.0036333430409426627,0.01812239194589935,0.006301190774823792,0.012041425196718162,2.380628553047231E-5,0.005217525065790932
182.0,0.003573588503274451,0.01803344416797476,0.006269421025767266,0.011931096590106712,2.3944410165516135E-5,0.005269641232270596
183.0,0.0036258135581480116,0.017926407296133887,0.006259104708223387,0.011838241421949627,2.406555703835404E-5,0.005317781417547451
184.0,0.0036512901062714874,0.01781834269539419,0.006227031965742464,0.01173432927998808,2.4203460672517763E-5,0.005365584803451632
185.0,0.0035085239473917436,0.017724030013928464,0.0062426075902152255,0.011666912537861021,2.4323202105987308E-5,0.005405282475667946
186.0,0.0035450565540431638,0.01759457994727689,0.006211714941614065,0.011571971820218945,2.4471142658759358E-5,0.0054418916310744045
187.0,0.003451221535208636,0.017482091876444034,0.006209214038132856,0.011488031052951738,2.4632310089458455E-5,0.005474281517498404
188.0,0.0034944268780273333,0.017354375059939225,0.00621865410582742,0.011417352822481436,2.4780112959087972E-5,0.0054988961046299745
189.0,0.0035314883885505517,0.017219911194329907,0.006185903586847334,0.01133725129804902,2.4936203422812415E-5,0.005522792627971964
190.0,0.00354671725418411,0.017115864834780756,0.006214018077366169,0.011274939499728786,2.506785356521914E-5,0.00553485944902946
191.0,0.0035396022622552663,0.01696694406113226,0.006169781752767947,0.0112017305775639,2.519699203837092E-5,0.0055437351302508285
192.0,0.003545567560415252,0.016852918621893625,0.0061866146253155875,0.011147466824537908,2.5301335135120244E-5,0.0055412333781262885
193.0,0.0035229527701141307,0.016697767797236234,0.0061316799828065715,0.011081622505473432,2.5391267924650017E-5,0.0055385361079105955
194.0,0.0035214340515447896,0.01658403000262136,0.006142717847426885,0.011029501944019431,2.546038307139137E-5,0.005525429285850476
195.0,0.0035001834434525048,0.016423115018223598,0.00607866050487447,0.010970631591706366,2.552912992931524E-5,0.005509185641903693
196.0,0.0034982787347099882,0.016305248593677064,0.00607870346869685,0.010931105639196869,2.561070237835197E-5,0.005483012805230398
197.0,0.003478232228984324,0.016143491141658813,0.006011811704850377,0.01088636986425111,2.5730038628888614E-5,0.005458830921925716
198.0,0.003476913813538346,0.016025889457835518,0.006005675091868887,0.010857979120929673,2.5884446871734432E-5,0.0054285434746024
199.0,0.003457006423741013,0.01586412190092446,0.005945423166427277,0.010825530792656147,2.607613231642373E-5,0.005392523215577756
200.0,0.0034614899726172006,0.01574870230218876,0.005947849362935138,0.010809988419198642,2.6298704426229737E-5,0.005340538314198806
201.0,0.003446473434017089,0.015595769619740574,0.005899625779076191,0.01079240632214636,2.6534399542130175E-5,0.005280431488319099
202.0,0.0034714793193266714,0.015493512724523246,0.005906844618199933,0.01078957882801909,2.6766284109733255E-5,0.00521482376277402
203.0,0.0035280241713132963,0.015360679352700106,0.0058693939357148854,0.010785583380666035,2.6986404356755455E-5,0.005149084207566752
204.0,0.003639474316615243,0.015277685436124344,0.005876766031670635,0.010786938796805636,2.7198225335854857E-5,0.005080061832749513
205.0,0.0037408052441193678,0.015160378662120404,0.005845919133465279,0.010795669209281067,2.74052896198106E-5,0.00501024863623905
206.0,0.003899248074789417,0.015092462520740096,0.00585062937209126,0.010810877684012687,2.760243228868929E-5,0.004935819522627993
207.0,0.00393345262477498,0.014985004073929638,0.005827076585726072,0.010832475091567964,2.7781591435539768E-5,0.004859036099885637
208.0,0.003928201399865665,0.014941800040268394,0.005842634276938409,0.01086487546886365,2.792804680603323E-5,0.00476960874314271
209.0,0.0038814128326733165,0.014839161613669383,0.005823147127812173,0.010902712736989053,2.806630406262308E-5,0.0046726680492104105
210.0,0.0037754385087016987,0.014784509353426529,0.005828823934329754,0.010949571738099365,2.8201193007513075E-5,0.004569618413409113
211.0,0.003748934335488884,0.014711681573488114,0.005825944463284032,0.011006719088421567,2.8332955589575153E-5,0.0044640784212962
212.0,0.003707252374069381,0.014656505856604654,0.005825859423376128,0.011076186656882595,2.846823737017198E-5,0.004361760948493895
213.0,0.0036641652798960495,0.014601218508674798,0.005827245917687802,0.011159545446552944,2.8598329196013842E-5,0.004266736794023384
214.0,0.0036376426077181,0.014553953089344294,0.005830100545867457,0.011256582236296301,2.8711709548887107E-5,0.0041790966353143985
215.0,0.0036270734613080367,0.014510570697279662,0.005838344164560082,0.011364665984225582,2.8812142671410233E-5,0.0040977989317368185
216.0,0.003652218019385148,0.014470751665680898,0.005849848100401368,0.011481594004978288,2.890782930345328E-5,0.004021208943663349
217.0,0.003732908736784817,0.01443491478650004,0.0058658877160815085,0.011601816344144181,2.8996027422914808E-5,0.003946418075950493
218.0,0.003855920799698762,0.014398443919568217,0.005885080014233403,0.011723489328009047,2.9064234020965897E-5,0.0038695014090664435
219.0,0.003968898953951701,0.01436107598059577,0.0059081474259796585,0.01183617299974998,2.9073327395212382E-5,0.0037887090761527763
220.0,0.004033066064787357,0.014324783437217254,0.005934508725729261,0.011940520752416695,2.8914768904303107E-5,0.0037042823562912007
221.0,0.004040185115155992,0.014287747339383452,0.005959375065841178,0.012048352874308728,2.857187073025413E-5,0.003619351390867661
222.0,0.004051673635299131,0.014250904853136098,0.005983960086732979,0.012160142248642024,2.8146981557351323E-5,0.003539522152489307
223.0,0.004066734976952179,0.014210142646760482,0.006006739701861644,0.012278605745468128,2.7723630725586118E-5,0.0034673766062935834
224.0,0.00406222233053912,0.014174473464702535,0.006030658029560774,0.012407528100138348,2.7360255461207952E-5,0.0034014177242735017
225.0,0.00406149810485875,0.014140368536013359,0.006052560691429537,0.01253912454283682,2.7081096889499476E-5,0.003342149255427819
226.0,0.0040650777617849436,0.014115181340399024,0.006074807716087613,0.012669549664590867,2.6888319799463912E-5,0.0032888590252323313
227.0,0.004062988567773693,0.014088645862480684,0.006098574062062147,0.012795351478635994,2.6782281524782245E-5,0.003241065987333186
228.0,0.004054747700383028,0.014070426814939028,0.006122806784676719,0.012914807696450327,2.677623152133186E-5,0.0032002036656051517
