"Iteration","Chassis_SCD Monitor: Chassis_SCD Monitor","Chassis_SCL Monitor: Chassis_SCL Monitor","FW_SCD Monitor: FW_SCD Monitor","FW_SCL Monitor: FW_SCL Monitor","Front_Wheel_SCD Monitor: Front_Wheel_SCD Monitor","Front_Wheel_SCL Monitor: Front_Wheel_SCL Monitor","Front_sus_SCD Monitor: Front_sus_SCD Monitor","Front_sus_SCL Monitor: Front_sus_SCL Monitor","Full_SCD Monitor: Full_SCD Monitor","Full_SCL Monitor: Full_SCL Monitor","RW_SCD Monitor: RW_SCD Monitor","RW_SCL Monitor: RW_SCL Monitor","Rear_Wheel_SCD Monitor: Rear_Wheel_SCD Monitor","Rear_Wheel_SCL Monitor: Rear_Wheel_SCL Monitor","Rear_sus_SCD Monitor: Rear_sus_SCD Monitor","Rear_sus_SCL Monitor: Rear_sus_SCL Monitor","SW_SCD Monitor: SW_SCD Monitor","SW_SCL Monitor: SW_SCL Monitor"
11.0,0.6081501034435638,-0.031251629817310916,0.19090745293658717,-0.08433425395093824,0.2328203619025881,-3.0271504551653613E-4,0.0490112180661893,-1.1909005180787395E-4,2.2011909497827977,-0.37405087459269915,0.4483586807530935,-0.19245484451407527,0.23284633416028994,-2.917611515170213E-4,0.061486753807470235,4.901055316744716E-4,0.37761004471301596,-0.06578668559320773
12.0,0.5506423756771747,-0.027862730344110843,0.17385883988242287,-0.07431807199344252,0.20873589117444474,-3.183059335116022E-4,0.04416088269436298,-1.174893589276774E-4,1.9922149040076023,-0.3308594755136145,0.40722861030352564,-0.1700974560643915,0.20881630349386418,-2.9159615336735677E-4,0.055501240809704255,4.313542305287826E-4,0.3432707599721029,-0.05828517989639184
13.0,0.4939809416753491,-0.024597703477495597,0.15729753838634375,-0.06444251409733784,0.1850713139028562,-3.262036815342823E-4,0.03931077623212115,-1.143951780936594E-4,1.7870063312001017,-0.28816016670134553,0.36714827629916846,-0.1478543363611622,0.18519596668720545,-2.884274153093717E-4,0.04951811915743569,3.7334401881949306E-4,0.30948339885962184,-0.050909930509231975
14.0,0.44023406504125345,-0.021317084350104196,0.14181218827363584,-0.05514217563918635,0.16270749719375793,-3.2012209799361447E-4,0.034648413090651024,-1.0965576836447015E-4,1.5928701406172427,-0.24788867094247036,0.3293997631972739,-0.12698704114170603,0.1628638559315898,-2.7450932492234005E-4,0.043767928815149036,3.1816172352094706E-4,0.2774364290739318,-0.04405624434371439
15.0,0.3903172874471519,-0.018167152623878448,0.12748166249780848,-0.04687276071610626,0.1423653897801756,-3.0286446716564506E-4,0.030300178536622594,-1.0363151005008761E-4,1.4134667726653447,-0.21178081845424,0.2944860662713781,-0.10837850985837638,0.14253945123019401,-2.5231680823698346E-4,0.03839744563569809,2.6740814404517267E-4,0.24757929126631595,-0.03797099061447138
16.0,0.3452512447460918,-0.015256961402502621,0.11456339579908367,-0.039882662771808894,0.12452802626897674,-2.745907119200227E-4,0.026375036823208662,-9.612691401280309E-5,1.2525329287799902,-0.1809199152874475,0.2630851256626686,-0.09258767412627769,0.12470435799405966,-2.2161775516294364E-4,0.033538765945280526,2.2262517370654947E-4,0.2204869755406204,-0.03282290677946909
17.0,0.3056321507998102,-0.012672030852591139,0.10314415368067192,-0.03418776841224496,0.1093564456325706,-2.471672130336242E-4,0.022942731561287566,-8.778972937893211E-5,1.1118495989389736,-0.15543638285669537,0.23545341879693185,-0.07961692989820265,0.10952270831936967,-1.918643576346434E-4,0.029276378006310756,1.8429977441756582E-4,0.19652161214202118,-0.028617132168027054
18.0,0.27172039890176564,-0.010506707733868552,0.09320941815678839,-0.029724990574408815,0.09675287971722982,-2.168403409937521E-4,0.02002957535589743,-7.880554110093725E-5,0.9918368715184207,-0.13531984696529958,0.21171965500517628,-0.06945852244491049,0.09691024547913515,-1.6065086291895225E-4,0.025649826959859564,1.534394352743496E-4,0.17584487194256854,-0.02532676890237244
19.0,0.2433430087369567,-0.00873533306610401,0.08473001169613906,-0.026426262493419197,0.08652134576551548,-1.877628258503091E-4,0.017623084092120704,-6.994447099427936E-5,0.8915998818375865,-0.12019772352524,0.19167372517750203,-0.06188407649956019,0.08666454611381198,-1.2984295731531054E-4,0.022635484764717075,1.2798549293727157E-4,0.15840867549082355,-0.022892486704933962
20.0,0.22010738523425719,-0.00736989992701016,0.0775961839788561,-0.024151779373416823,0.07839890827183088,-1.6156802784321846E-4,0.015695487605677176,-6.105428450953295E-5,0.8095730697778704,-0.10954078024540724,0.17508895276025685,-0.05660529005323237,0.07852436338372785,-1.0198961859273007E-4,0.02020139908053414,1.0829497479140014E-4,0.14396038946273015,-0.021197493935593798
21.0,0.2013590664642846,-0.0063519367352446315,0.07166457133327189,-0.022733053943687413,0.07206351108428355,-1.4001699878921152E-4,0.014190110190158332,-5.293282972040214E-5,0.7434595906892374,-0.10264104877201513,0.16157068756985027,-0.05326229913622311,0.07217263603909684,-7.897108466697993E-5,0.018281619611336508,9.269462020299067E-5,0.13215738839695557,-0.02011453266388638
22.0,0.18652953576193426,-0.005636178457757839,0.06682593758815565,-0.021999328823105395,0.06720875803617339,-1.2203434455013128E-4,0.013037012347817407,-4.5456673793449413E-5,0.691074103252048,-0.09879384567627886,0.15069279100646332,-0.05145351033155362,0.06730018880447512,-5.9810820030319566E-5,0.016793766258213997,7.97736429027653E-5,0.1226861134488147,-0.019557299868390863
23.0,0.17469531804435323,-0.005222865945841602,0.06273074106513651,-0.0217808424207176,0.06353209778785011,-1.0700968989551213E-4,0.012164108842279859,-3.858855699127155E-5,0.6492556280976778,-0.09729207167361262,0.14190256443865681,-0.0507965202626424,0.06360588459189245,-4.3856005755971405E-5,0.01564814438514798,6.875125507268946E-5,0.11497676894236086,-0.01937114004684093
24.0,0.16520120313555428,-0.005008761698487737,0.059280715620625354,-0.021906691531544044,0.06074871205005085,-9.292748367572596E-5,0.011489745716906457,-3.211206015275625E-5,0.6156054871288512,-0.09737201246085875,0.1346361031610767,-0.05091622888201112,0.06080492329458874,-2.9166281849891094E-5,0.014745799050866254,5.8353202200976084E-5,0.10869828509918258,-0.019444477725338447
25.0,0.15758133145897013,-0.004907949594334073,0.05638815254006288,-0.022240322576215794,0.058585008844350986,-7.949616963125976E-5,0.010950511379446127,-2.5801182502105224E-5,0.5883408517359539,-0.09839502962830671,0.12862101874078433,-0.051479989347734886,0.05862222887639266,-1.5127440265876293E-5,0.014014384000587268,4.785857203664721E-5,0.10357821589535936,-0.019694201889659337
26.0,0.150824401136606,-0.004833721529360781,0.05374209222737991,-0.02268287085574291,0.05681069147280923,-6.380543987335066E-5,0.010490937826910787,-1.9579757945723935E-5,0.5645987456441333,-0.0998498113170476,0.12338978546142501,-0.052246464146534916,0.05682514506284118,1.3261894613393789E-6,0.013385659766986788,3.687214596660789E-5,0.09913003268917442,-0.02004156792301786
27.0,0.14474513754594698,-0.004710730706801221,0.051348459300212174,-0.02315069638722401,0.055250031071500394,-4.228162346124758E-5,0.010056372181385251,-1.3360786716008017E-5,0.5432689927444327,-0.10133087523730566,0.11863425142030111,-0.05301989123150759,0.055234982325878326,2.250846954799833E-5,0.012794342653476183,2.5300801964454986E-5,0.09520541624573237,-0.020441723773108034
28.0,0.13904838406585818,-0.004481894896776571,0.04915719123982955,-0.023595153300184017,0.05376857699888528,-1.6042100405679044E-5,0.009617879916444097,-6.788288465497789E-6,0.5235144258631912,-0.10257684946563361,0.11430230206300351,-0.05367612293731569,0.053710136962407104,4.8654887605743725E-5,0.01220643531425698,1.3279290404804441E-5,0.09170351930250659,-0.020862782120496713
29.0,0.13325606804513396,-0.004099756961154654,0.046990481545581775,-0.023990550607446537,0.05227394520118097,1.7664691982171636E-5,0.009138407461650629,-2.21449040175823E-7,0.503644865716238,-0.10345107298462683,0.10999214746986331,-0.054168821701827144,0.05215110536864675,8.203927853878181E-5,0.011573258055294963,1.1025169722679531E-6,0.08826945256888567,-0.02129252875265153
30.0,0.1273987719972823,-0.003522720119742852,0.04491231402281334,-0.024328946345684842,0.050691840006035965,6.260857114320647E-5,0.008601170825527192,5.935094169073758E-6,0.4837261952577869,-0.10386438556200182,0.10582377642020638,-0.054467459437331014,0.05047478559731629,1.2653791002623278E-4,0.010877257092195978,-1.0983230710177453E-5,0.0849462792964094,-0.021729358003871456
31.0,0.12129981196059654,-0.0027305670924926487,0.04286582422026038,-0.024615994941658007,0.04898990193283298,1.2026495286552097E-4,0.007993884625344328,1.1598595975261595E-5,0.46322308037924764,-0.10382467203400511,0.10171132083456311,-0.054592316614279754,0.048641260669498636,1.8398450509765285E-4,0.010103851779438516,-2.2781106342440107E-5,0.08161722435671323,-0.022178860333170698
32.0,0.11492421722886528,-0.001727672098695848,0.0408119124877646,-0.02486458122746224,0.04714615294367676,1.925304261602423E-4,0.0073009895415377555,1.641057009375105E-5,0.4417898920390748,-0.10338262071490642,0.09755680724466034,-0.05457256459073328,0.04662736531598628,2.5742967238192357E-4,0.009234214120354668,-3.398669141355567E-5,0.07818823315622911,-0.022650186775237422
33.0,0.1084037060926923,-5.294534410920876E-4,0.03880630525236468,-0.02509220099344777,0.0451416616231807,2.8050495046790094E-4,0.006528116757023434,2.023329019371514E-5,0.41977893274069056,-0.10262417226533774,0.09348959930196435,-0.05445149132997164,0.04441428621079274,3.511655523183044E-4,0.008277382378409989,-4.445334436265271E-5,0.07471787512426238,-0.023158476949443518
34.0,0.1016901875060489,8.325762709859852E-4,0.036765404084730155,-0.0253151454392547,0.04298385999610108,3.819795235000433E-4,0.0056798040127158415,2.3386337587097023E-5,0.396772259529365,-0.1016487713862681,0.08937097151618223,-0.054270001115445485,0.04201679568544697,4.661648488636934E-4,0.007236595610364492,-5.4137226428158883E-5,0.07102864111777529,-0.0237135945860766
35.0,0.09500934631677073,0.002316283473303785,0.034772699724862265,-0.02554823966428866,0.040697157547551405,4.937792519511013E-4,0.004782906478471618,2.6037005744376605E-5,0.3734091072270744,-0.10055928554807513,0.08532327385299776,-0.054060651022965756,0.039470806661048324,6.044553720352363E-4,0.0061451371360568725,-6.307979312965222E-5,0.06720777950931542,-0.024327870170725553
36.0,0.08837934048541103,0.003873846273713657,0.032761379793699676,-0.025800306605569936,0.03829194830529753,6.184564994447881E-4,0.0038611538745923963,2.8532674177084544E-5,0.34954977383110336,-0.09942315316334815,0.08127404450274363,-0.05383822469061346,0.036805520455585314,7.734379847308872E-4,0.005027294259492381,-7.158634544589418E-5,0.0631490921542814,-0.025007308953785244
37.0,0.08189821361693797,0.00544464022496919,0.030770675890419028,-0.02608025858344508,0.035801672428605394,7.540007851771669E-4,0.0029504436490658107,3.097137184316605E-5,0.3256295304073893,-0.09832400126193681,0.07727084282030514,-0.05360771896381937,0.03407655037132754,9.745946553039858E-4,0.003924395559300001,-7.983706938252405E-5,0.05893673607142841,-0.02576039368258335
38.0,0.07572635290557699,0.006973783748901273,0.028823577028411915,-0.026397195674012757,0.03324946136697869,8.987804755785957E-4,0.002080039272756202,3.386971876149921E-5,0.30208611239091543,-0.09731917909280424,0.07332142919906781,-0.05335351557094092,0.031329137466254584,0.0012062426084483943,0.0028699107830190787,-8.779631856250364E-5,0.05468620436885013,-0.02659334808097785
39.0,0.06988044569574747,0.00840915972381408,0.026919039646335397,-0.026758376589606513,0.03067707309696135,0.001053361586407669,0.0012816547222581829,3.7579318666026896E-5,0.2791529529152911,-0.09645896315925957,0.06940945546654569,-0.05306104735609737,0.028627652239964434,0.0014655510696517627,0.0018967710874991425,-9.42890094572445E-5,0.050460860959979384,-0.027510901902637976
40.0,0.0643949078040851,0.00970228143644509,0.0250764340878196,-0.027168135740200446,0.02813099227965772,0.0012186698781494324,5.801899250533434E-4,4.305519241452254E-5,0.25717384195937226,-0.09579663390351947,0.06554524246100002,-0.05272427122063151,0.026039582973389083,0.001746559810966386,0.001035344927397535,-9.758944063997393E-5,0.04637114750096986,-0.02851720382002297
41.0,0.0592784820192428,0.010799648226447243,0.023315009359041607,-0.027633123786409405,0.025661064103692326,0.0013934324692990488,-7.273956197712613E-6,5.092654110039995E-5,0.23643391779859924,-0.09539356236587901,0.061747618115540887,-0.05233621424474159,0.023623364294048974,0.002037797935111928,3.0632800074229015E-4,-9.548415485289247E-5,0.04250932586248806,-0.029610545351833748
42.0,0.05451395805407268,0.011653379232232529,0.021648996592535878,-0.028155483279368898,0.023310717323875803,0.0015769917096360418,-4.701411311412205E-4,6.098171233610901E-5,0.2171508575613429,-0.09531949935431855,0.058042693638366574,-0.05190666675197582,0.02142879623565941,0.002324198201639341,-2.791582033414658E-4,-8.71083042001246E-5,0.03895499505131523,-0.03078579187461772
43.0,0.05009365181938615,0.012209829449985202,0.02009257064470818,-0.028739397662528417,0.02110345662585273,0.0017664685698102903,-8.063917481701658E-4,7.35629428292953E-5,0.19946971635128394,-0.09568229103281704,0.05447304860835854,-0.05147275003642142,0.019471503160625018,0.002586140844209427,-7.173525713653769E-4,-7.144198590367078E-5,0.03575922981188882,-0.03203470315479774
44.0,0.04602431066002813,0.012413213422412375,0.01866206175078322,-0.029387557578247216,0.019064740873275098,0.0019536913067567125,-0.0010204716864203236,8.754021726523688E-5,0.18350713687178052,-0.09660887142250126,0.05109225242053043,-0.05108448485569812,0.017741085644318224,0.002807949198580452,-0.0010112594878925432,-4.822570102958407E-5,0.032954416697158276,-0.033350997432541114
45.0,0.04227524115226024,0.012189722022057103,0.01737392930320661,-0.030104523416546142,0.017204133566435673,0.0021241533151972435,-0.0011217872476439157,1.022422497502415E-4,0.16919597638987366,-0.09827010611749726,0.047899892374503344,-0.05080372109393033,0.016196427382651427,0.0029797427160628957,-0.0011699294647221376,-1.6976224780589563E-5,0.030538069323182416,-0.03474074568530766
46.0,0.038629569248917174,0.011493560557799768,0.016177398703832554,-0.030848103294074163,0.015439219424120621,0.0023065866639477425,-0.0010897633220141058,1.1693201813564384E-4,0.15586192499650847,-0.10058221495419838,0.04477957317592868,-0.05065358851094,0.014702585609689275,0.0031224965453789007,-0.0011567322071886644,1.9763919786752215E-5,0.02838007436322295,-0.03613986285423301
47.0,0.03550209051447529,0.010433602839091421,0.01518182953884831,-0.031567439849937005,0.013923540423970569,0.0024267208050332985,-9.924258450387563E-4,1.3178286730767944E-4,0.1446871126938997,-0.10348969906224803,0.04210449434656899,-0.05070559912528994,0.013382402667733103,0.0032090420756405425,-0.0010557629129244565,5.8501995668017355E-5,0.02664094396026665,-0.03747631066976203
48.0,0.03276649400891046,0.00872255119471848,0.014355315497529272,-0.03236733088360917,0.012541722529772724,0.0024625126640979438,-8.323427125735466E-4,1.4775507363987112E-4,0.1349497314826692,-0.10763111158375083,0.03969988813875752,-0.05104137077163572,0.012091275486041775,0.0032424092709637843,-8.711406836900785E-4,1.0255372691093625E-4,0.025198519217921076,-0.038900191858836926
49.0,0.030588444019792944,0.006116434624230811,0.013733410757095154,-0.03335684096471212,0.011319221748548342,0.0023597587562608187,-6.313771844988021E-4,1.6279823262074707E-4,0.12682563940251057,-0.11358501224161464,0.037618892063715145,-0.05173273138580635,0.010783054674644759,0.003204741036938996,-6.27790223434248E-4,1.4890884435056815E-4,0.024041783546647277,-0.040488081385498094
50.0,0.02907763420478119,0.0029801374702939838,0.013341181380387188,-0.03446809383718818,0.010315529381627737,0.0021236909216553173,-4.2997331132727987E-4,1.7320300949846533E-4,0.12065130128162631,-0.12063280900119547,0.035945064396990224,-0.05263352762588079,0.009577095210235073,0.0031027036786097036,-3.771597998802835E-4,1.8925487597787016E-4,0.02320192981881247,-0.04210017749416183
51.0,0.028110850339713042,0.0013763361677432285,0.01306548621822735,-0.035048692325559176,0.00972468576148782,0.002014582247504115,-3.235325044031879E-4,1.7893509172430333E-4,0.11683542016224431,-0.12426463047699933,0.03494769416541128,-0.05306144334681285,0.008902212812656948,0.003037221530514749,-2.510527926796713E-4,2.1175400547186857E-4,0.022659076161830733,-0.042973323847585565
52.0,0.02734867416503607,-4.178419433312345E-4,0.0128623124863807,-0.0356662332667695,0.009202403330934038,0.0018585274348870647,-2.096907650716021E-4,1.8350588332922697E-4,0.11364196602754323,-0.12828105315188204,0.03407193669440718,-0.05356138321979994,0.008255498532434553,0.0029493794674219,-1.1590549648192021E-4,2.3334781734216716E-4,0.022226737079904198,-0.04386035532496173
53.0,0.026790120320803103,-0.002404182046162618,0.012730173495202592,-0.03633437654288971,0.008744305808111294,0.0016498530941051331,-9.218206887379228E-5,1.8688069004526667E-4,0.11104297899061694,-0.13271329672730012,0.03331555103598508,-0.054134625283113094,0.00763561912039231,0.0028396068264788985,2.397077304154636E-5,2.5385038847160706E-4,0.02189542050595482,-0.04477030385423559
54.0,0.0264645251033218,-0.004877112209457367,0.012683973515261519,-0.03715981285730383,0.008328258681667842,0.0013411179236376182,3.56364339899537E-5,1.8855326689363276E-4,0.10897618169273704,-0.13825214417747803,0.032643174007303655,-0.05488028459782226,0.006989422116538884,0.0026934261395440678,1.7708750634015067E-4,2.7414953021635916E-4,0.021654104328313203,-0.04583218137318624
55.0,0.02645086540254471,-0.007955307106785806,0.012750489530149334,-0.03821002713244601,0.007961725741688876,9.04674739922718E-4,1.7071021525275483E-4,1.8710771308575795E-4,0.10757253104354086,-0.14522358415401102,0.032075114687951635,-0.055848439417580276,0.0063054024198161964,0.002508257685898478,3.392242673197924E-4,2.932627415697307E-4,0.021518998778817577,-0.04710311337767559
56.0,0.026854585534008168,-0.011805245599216453,0.012972334213087163,-0.039585282315303144,0.0076693248687112955,3.002817345036964E-4,3.1012089602015287E-4,1.808502118397075E-4,0.10705583486036295,-0.15411009195751785,0.031635210257534456,-0.05710442174419994,0.00559015323192455,0.0022776042752603296,5.062203572758323E-4,3.0913823960591365E-4,0.021517885501801323,-0.04868301676000794
57.0,0.027808687165068777,-0.016619270968400466,0.013404246288187732,-0.041430527444637696,0.007487442085806884,-5.186393893927502E-4,4.5240250698692935E-4,1.6649520231520063E-4,0.1077296601369557,-0.1655331911383714,0.03135679257126083,-0.05873897510025279,0.004858395389452504,0.0019893218466473417,6.735610940565317E-4,3.195434010688632E-4,0.02168813303613553,-0.050701138685719106
58.0,0.029473786100925527,-0.022652539646912218,0.01411838852352156,-0.04392324478069533,0.0074662435998364375,-0.0016058642487280308,5.97532993050282E-4,1.398535089120007E-4,0.10999329215565147,-0.18033679724500115,0.0312789556344521,-0.06087318592926813,0.004125855603195163,0.00162735509648317,8.370548928716445E-4,3.2065822057739633E-4,0.02209547480779876,-0.053369829465369986
59.0,0.03212443307231118,-0.030110551734367556,0.015258434586296363,-0.04743264681958905,0.007724671638538106,-0.003020322976870731,7.429162370310472E-4,9.530803786567613E-5,0.11457000439169401,-0.19953898615534107,0.03142497572432092,-0.06368275325403538,0.003440443490085789,0.0011939196271914694,9.99285669950933E-4,3.0929649519324326E-4,0.02285484397315969,-0.05689123553072873
60.0,0.03541589708690072,-0.03834430221980322,0.016703486179648615,-0.05164202711685147,0.008216961271880365,-0.004629599562197591,8.824964406453938E-4,3.5557652245171175E-5,0.1209725097775293,-0.22175007647663195,0.031803844255291744,-0.06696666909472881,0.002912923970468731,6.861061046942818E-4,0.0011314854864171967,2.8447207527323764E-4,0.0239054150862765,-0.06117361431526354
61.0,0.03984668206625127,-0.0484100477260419,0.018728645543081335,-0.057300593365484646,0.009087789383548943,-0.006648094206047043,0.0010342789073990097,-5.562725190122903E-5,0.13060702348898434,-0.2507226133099763,0.032525699212890925,-0.07130601238251529,0.0026064273713340093,-7.682080792492893E-7,0.0012372498344890592,2.3599745645702547E-4,0.02554025116998981,-0.06723746762636396
62.0,0.04548210870297496,-0.06044836683530184,0.021461579388357264,-0.06475575271987054,0.010386036995378666,-0.009092772848798005,0.0012043726122517358,-1.8885341564819046E-4,0.14411095144893032,-0.28801200068400523,0.033603614206936964,-0.0769584286352535,0.0026632417143758634,-9.313457039111177E-4,0.0013123036426862906,1.5542662753096685E-4,0.02799769418596861,-0.07579190715275304
63.0,0.05219437630918195,-0.07442213117138959,0.02501552111066852,-0.07432712064664147,0.012080052598634594,-0.011922371560002181,0.001394302197222156,-3.7032104973024754E-4,0.16187618619407748,-0.3349225393624425,0.03494690194540135,-0.0840733805453399,0.0033125440051209295,-0.002173221910652355,0.0013549849471270348,3.559238414703751E-5,0.03157750308072096,-0.08766958486283373
64.0,0.059808672146532287,-0.09003807950911072,0.029431463034225974,-0.08618302672142726,0.014039869314902684,-0.015045016143052025,0.0016037454928747876,-5.971195630180709E-4,0.1838886197135461,-0.3920685076018507,0.036213521715612776,-0.09253747294592769,0.004898797080262947,-0.003748884564503328,0.0013634231239015426,-1.3173872343822296E-4,0.03652912780523311,-0.10378716943137337
65.0,0.06771364093659007,-0.10622368918580669,0.03436952578098298,-0.09939477781540877,0.016151444909730906,-0.018278023673584005,0.0018567085557733521,-8.654228212365601E-4,0.2087266572549048,-0.4566166865871604,0.037628321249433265,-0.10228640268592548,0.007169361111091813,-0.005588167855979766,0.0013415438497442578,-3.4133367369481747E-4,0.042496110861558176,-0.12363886887552443
66.0,0.07385784932413783,-0.11803374463924324,0.03807494095908463,-0.10977081286839317,0.017648905039101707,-0.02062128825643392,0.0020220843487763567,-0.0010430104650436356,0.22771516511644146,-0.5051647874204099,0.03870193873210272,-0.10958565234705643,0.009062267979169902,-0.006915748778924172,0.00131917366483571,-4.89685962467373E-4,0.04702800506923259,-0.138704844102848
67.0,0.08046700995542312,-0.1303381446434196,0.04224349834840465,-0.12162605483445632,0.01929631795819374,-0.023050652333163554,0.00221932523021293,-0.0012517570395983117,0.24949089679114606,-0.5601711018209836,0.04017036761518107,-0.11779356167646898,0.011459296312601628,-0.008395340651410765,0.0012729840761782503,-6.566715946074559E-4,0.052362097294950685,-0.15705891904785868
68.0,0.08637183352751855,-0.1422063697635104,0.04639702937489587,-0.1337229533010049,0.02087204269531876,-0.025330375397576314,0.0024267187784516872,-0.0014673380505407648,0.27115113505576816,-0.6164549166108699,0.04188358248849096,-0.1263811384879749,0.01409650136977136,-0.009889912234330417,0.0012419016327573692,-7.929932488274679E-4,0.05786152518856355,-0.17666383612710498
69.0,0.09156779734915682,-0.15336512140617786,0.05047252279212519,-0.14599008093993884,0.0223511013175483,-0.027421435319084808,0.002645512654785622,-0.0016822834596344376,0.29234795847893313,-0.6732012480761873,0.043720584320923725,-0.13506122468891485,0.016913173732766226,-0.011406348328629771,0.0012318154618974314,-9.187091923470277E-4,0.06344545084972986,-0.1973560447414597
70.0,0.09441997001699888,-0.1601585559759363,0.05274037876978733,-0.15287192984129871,0.023179330732794115,-0.028632138764346834,0.002748515442715842,-0.0018023993258530198,0.30396882288162397,-0.7056475516074332,0.04476556061225459,-0.14016745076188242,0.01839506915912153,-0.012272840146804787,0.0011770463918368249,-0.0010183629396400455,0.06654295175611481,-0.2087238738516709
71.0,0.09712722820457598,-0.16667535080805998,0.05496594306978826,-0.15976720134716996,0.023983542979588983,-0.029806919238315223,0.002856070321713295,-0.0019219303667234486,0.3153619113520606,-0.7381087558860402,0.045774180819782705,-0.14526463135031092,0.01991133597347138,-0.013146027618290507,0.0011169426219905943,-0.001114751161917395,0.0696266673611494,-0.22041194399525268
