"Iteration","Chassis_SCD Monitor: Chassis_SCD Monitor","Chassis_SCL Monitor: Chassis_SCL Monitor","FW_SCD Monitor: FW_SCD Monitor","FW_SCL Monitor: FW_SCL Monitor","Front_Wheel_SCD Monitor: Front_Wheel_SCD Monitor","Front_Wheel_SCL Monitor: Front_Wheel_SCL Monitor","Front_sus_SCD Monitor: Front_sus_SCD Monitor","Front_sus_SCL Monitor: Front_sus_SCL Monitor","Full_SCD Monitor: Full_SCD Monitor","Full_SCL Monitor: Full_SCL Monitor","RW_SCD Monitor: RW_SCD Monitor","RW_SCL Monitor: RW_SCL Monitor","Rear_Wheel_SCD Monitor: Rear_Wheel_SCD Monitor","Rear_Wheel_SCL Monitor: Rear_Wheel_SCL Monitor","Rear_sus_SCD Monitor: Rear_sus_SCD Monitor","Rear_sus_SCL Monitor: Rear_sus_SCL Monitor","SW_SCD Monitor: SW_SCD Monitor","SW_SCL Monitor: SW_SCL Monitor"
26.0,0.15316838018482742,-0.0051085304333722565,0.05724292855743096,-0.025383775990600245,0.057608375443854026,-2.2471570077168152E-5,0.010922339884024563,-2.0312890085773493E-5,0.5792344751491527,-0.10660142912223293,0.12699737090762248,-0.05536622182743687,0.05764371879897413,2.8177115276642383E-5,0.013869744710708554,3.77362074961342E-5,0.1017816166617106,-0.020766029733433396
27.0,0.14642134331272605,-0.004901900408593832,0.05430065135823875,-0.02543285480397107,0.05575120411085123,-3.565615294567979E-6,0.010392588381888824,-1.3961641284484148E-5,0.5544965614838127,-0.10679363659598112,0.12146526633333232,-0.05548424481517246,0.05575245917208599,4.84652281102849E-5,0.013165299449663782,2.5010212643585038E-5,0.0972477493650257,-0.021030584752418577
28.0,0.14002972914579592,-0.004596332671559223,0.05150450928327607,-0.02547221199353967,0.054023816594934465,1.998227117462728E-5,0.00986374757441011,-7.26219064609809E-6,0.5312700696739125,-0.10687646023590275,0.11630966651449633,-0.05556483840663635,0.05397849529487157,7.325790932168493E-5,0.012468915191014552,1.2122874270880028E-5,0.09309119007511363,-0.021341178028288582
29.0,0.1337729989723117,-0.004145006844093933,0.04883046155841286,-0.02549487113732023,0.05233475762052815,5.108986400463418E-5,0.009310725561955705,-4.2263761612382273E-7,0.5088334623779005,-0.1067312092197887,0.11141583931409163,-0.05556027185970129,0.052222570730131826,1.0496910640603545E-4,0.011749822331280992,-7.262977975533095E-7,0.0891962862891876,-0.021685969413670257
30.0,0.1274912849367419,-0.003506065448531477,0.04626252614930369,-0.02550593517961406,0.0506156491221786,9.205091197988449E-5,0.008714045969472946,6.15009557818725E-6,0.48666006420287045,-0.10630277591692414,0.10670934466009113,-0.055460913247279996,0.05040783498100334,1.4646226118494223E-4,0.010984234719802696,-1.3166489742182454E-5,0.08547514366427628,-0.02206135882049943
31.0,0.1210755435886234,-0.0026544637831305176,0.043791628032403385,-0.025519516570590022,0.048818437689695,1.4631123932718306E-4,0.008058011602343467,1.2120840951549974E-5,0.4643527496295685,-0.10558761015179399,0.10214486435534147,-0.055278711637229555,0.0484795860077702,2.0167144854407856E-4,0.010153909597275343,-2.4909214937115105E-5,0.08183076875611628,-0.022470112474729596
32.0,0.1144994883007418,-0.0015978577004564386,0.04141102639552116,-0.02555060950731597,0.04691342993945978,2.1641992072794232E-4,0.007331902740629984,1.7197376627565782E-5,0.44170307661539465,-0.10462897453947369,0.09769501394154603,-0.055034191076248413,0.04640513565066515,2.744111835979335E-4,0.009247079753553702,-3.57902308652055E-5,0.07819999989327699,-0.02291855450554109
33.0,0.10780090323571404,-3.5817436825638736E-4,0.03911298578489218,-0.025611753565057585,0.04488214366120803,3.024479801132515E-4,0.006533050403454584,2.1374805992064826E-5,0.41862806936807195,-0.10349910589859866,0.09334678092734808,-0.0547599585890776,0.04416612488145626,3.67335563916031E-4,0.00826069204689206,-4.568281040222869E-5,0.07452538842710664,-0.02341469491582621
34.0,0.10104544326947786,0.0010353143686619285,0.03688907314041526,-0.025713447458766078,0.04271959081156543,4.025864498360197E-4,0.005670118644371899,2.4886477275409852E-5,0.39513519195468433,-0.10227629240307543,0.08909487046016919,-0.05448763631954239,0.041763581694892624,4.831652276991179E-4,0.007204823269954931,-5.453231125196195E-5,0.07074769066383714,-0.02396662883698749
35.0,0.09431930653013021,0.0025422739855982188,0.03472967949641195,-0.025862701878295542,0.040434070505707416,5.151273197365434E-4,0.004762820734160711,2.7976838809012637E-5,0.3713088555943865,-0.10103051935760778,0.0849309362715775,-0.05423405241629884,0.03921841066907479,6.246763613353514E-4,0.006101480777005164,-6.241416774404568E-5,0.06681215061031875,-0.024581405400748498
36.0,0.08771915712043002,0.004111795929178358,0.03262601818939707,-0.02606180107326286,0.03804246415984296,6.406684913300481E-4,0.0038381183705834773,3.1141086150684235E-5,0.347319919747251,-0.0998164252664278,0.08084768768194459,-0.054001267780708274,0.03656536056399319,7.973544206160858E-4,0.004981199591308924,-6.97251954338969E-5,0.06269991406975076,-0.025264591144297938
37.0,0.08134034213276817,0.005688293793315271,0.03057573892576744,-0.026312146146169915,0.035564456471115675,7.780107794832831E-4,0.002926142526602231,3.450699557158896E-5,0.3234340488893541,-0.09868666410744019,0.07683616661002096,-0.05378038923662401,0.03384708917913486,0.0010025511361322946,0.0038774076125024674,-7.673851875529019E-5,0.05846670543144234,-0.026020752910393404
38.0,0.0752623391433706,0.007219838666218177,0.02858631727358231,-0.026615388803997796,0.03302661874125656,9.268955325191146E-4,0.0020580170388980893,3.830853168445572E-5,0.299953439798206,-0.09767284903010374,0.07289458103363276,-0.053547129518135846,0.031113546208911783,0.0012404077069837715,0.002824549013410017,-8.324264545132908E-5,0.05418747134514382,-0.026852538499924302
39.0,0.06954804516887644,0.008656402430466026,0.0266668871715477,-0.026971146104841755,0.030468924443718615,0.0010862658841046839,0.0012638790469656704,4.311627371531619E-5,0.2772034159612346,-0.09681121600890454,0.06901699741554426,-0.053279291615372974,0.02842683705951254,0.001506740393315064,0.0018553096577004736,-8.867321500347769E-5,0.049956535997368906,-0.027764630055287412
40.0,0.0642279926157309,0.009951769985650498,0.02482940343867129,-0.02738108775284527,0.02793877314851049,0.001256934071318614,5.677670265521295E-4,4.942891163362553E-5,0.2555038305292652,-0.09614183988568584,0.06520858859677141,-0.052963545977299485,0.02585389040164118,0.0017937759367613025,9.97974111713176E-4,-9.10246757780177E-5,0.04587944118967459,-0.02875809038512711
41.0,0.059295404228555657,0.011060322787567235,0.023087362840175735,-0.027847588755617506,0.025487453449319235,0.0014384913928263607,-1.4489243184395272E-5,5.782259677633322E-5,0.23511251785607323,-0.09570682200348944,0.0614787081756994,-0.052586297657497005,0.02345761859058439,0.0020912820422106446,2.7334030658405345E-4,-8.873547573777017E-5,0.04204711950833918,-0.029832118934017705
42.0,0.05471988838676995,0.011936235338469521,0.02145076007967972,-0.028372588142883945,0.023155015296548634,0.001630297641155235,-4.725555336712125E-4,6.842719565987575E-5,0.21620286929114096,-0.0955723915556841,0.05784340716587131,-0.05215582301205835,0.021279230879567117,0.002382648552108245,-3.0889251651854035E-4,-8.069884902544923E-5,0.038536015532894,-0.030980890279109233
43.0,0.05048806716874039,0.012523284225944231,0.019928780748637992,-0.028956298812806525,0.020970233609879027,0.001829579511268113,-8.049065814305418E-4,8.069711759586905E-5,0.19890360081026917,-0.09585343981082535,0.05433530921301852,-0.051708856940274675,0.01933771519509176,0.002647003811631943,-7.446819251486055E-4,-6.628010766121475E-5,0.03539308338148063,-0.03220256861652308
44.0,0.046587560094968145,0.012745986981155278,0.018531148876121947,-0.029599229001429257,0.018956195169602768,0.002026127895150946,-0.001016257114089847,9.433728724047311E-5,0.18327037093067228,-0.09669693627746893,0.05099290832628043,-0.051297897775794965,0.01761703795487203,0.0028695195505006846,-0.0010369078722481549,-4.485223136182188E-5,0.03263868549516495,-0.033490928982930275
45.0,0.04300059873551815,0.012528116201792026,0.017269256373320517,-0.030304349517338125,0.017119598740121672,0.002207876117604714,-0.0011157132891056647,1.085754979000461E-4,0.1692730150723309,-0.09827084581086372,0.047847114343656585,-0.050982465133486136,0.016079214129911534,0.003039109625627474,-0.00119358046374295,-1.5985842178654377E-5,0.030266526502651016,-0.03485172276078506
46.0,0.039726177522577545,0.011776030155467479,0.016155466350441395,-0.031083702916657012,0.015461773729882779,0.002347233319760116,-0.0011154473551696932,1.236532774783067E-4,0.15687972513613146,-0.10082314591036917,0.044940950761361474,-0.05084942751734604,0.01467626846375168,0.003150443051587911,-0.0012263653378267628,1.925955664343197E-5,0.028260901001113052,-0.036306634837303356
47.0,0.036576751388472786,0.010421979343403137,0.015128703850254973,-0.03186349609594204,0.013888124853912286,0.0024566483476839754,-9.976699426114562E-4,1.402296662919619E-4,0.14535492063650038,-0.10428012701635452,0.04211429278158391,-0.05093812443992492,0.01324398822769562,0.003220456861542916,-0.0010975867534019175,6.068196263386132E-5,0.026498316230594177,-0.037778502662043405
48.0,0.0342123547961528,0.008478495311065974,0.014376545246797606,-0.03276574969043862,0.012604925262890799,0.0024351212526814636,-8.672839209505072E-4,1.5551101339237035E-4,0.13648172061424782,-0.10903668389701444,0.03989787911306207,-0.05130512408591946,0.012038598845543121,0.0032015521662620366,-9.594909729932247E-4,1.026612506637928E-4,0.02517819224374513,-0.039339151114722
49.0,0.03216242669654716,0.0056598642412744385,0.013783236614230861,-0.03378894854759442,0.011359744422127541,0.002316268852024959,-6.621172994579127E-4,1.705578311978066E-4,0.12852993100010549,-0.11531471404586764,0.03783604489938511,-0.05202836870041925,0.01069620324202999,0.003161436965868385,-7.055332622789718E-4,1.488858794332785E-4,0.024059925687521723,-0.040954410567652824
50.0,0.030911332470749862,0.0024321361306694237,0.01343418812847005,-0.034940940919052185,0.01043047562255232,0.0020526399029996865,-4.854494131612594E-4,1.8000488463105482E-4,0.12306598549054869,-0.12266092474165828,0.03634943433275456,-0.05293376555715947,0.009625559921844174,0.0030220772475747937,-4.975319585114565E-4,1.8597821011551968E-4,0.023297976385850423,-0.042659054641437114
51.0,0.030221496590444864,-0.001943648971743601,0.01331538763718247,-0.03644656306457202,0.009575857934430734,0.0015952198673432692,-2.7194507744623253E-4,1.8355470408706133E-4,0.11889667820870398,-0.1323975652736279,0.035058289197787626,-0.054281608882728684,0.00846740357999726,0.0028450035280908038,-2.2138304494969362E-4,2.218783383965031E-4,0.022751571391256945,-0.04457140079250125
52.0,0.03021696126906309,-0.006627493275222446,0.013406925228633102,-0.038154052080430795,0.008961357917485062,0.001010021117390829,-9.076022958147279E-5,1.8028281546117009E-4,0.11671322359932784,-0.14320584271852346,0.03422202981964404,-0.055811737419219264,0.007532351079009676,0.002598716329741088,-4.949659959422638E-6,2.473039450448464E-4,0.02246930817503375,-0.046648884151288934
53.0,0.03107296341327153,-0.012688491594012941,0.013847559255618825,-0.040564385649036104,0.008512103525001107,1.4447509169030636E-4,1.0903003452272289E-4,1.6414602046859703E-4,0.11644549049665273,-0.15755538546580464,0.033641025691189555,-0.05793791236243424,0.006528651854323019,0.002304100234210273,2.4635408267883346E-4,2.701273239381488E-4,0.022487802640047135,-0.049247444530628647
54.0,0.03243418598365761,-0.018943302191508048,0.014453401816686187,-0.04316334336431592,0.008277166930755909,-8.423924529283188E-4,2.823124924389921E-4,1.398687512876055E-4,0.11772970476705433,-0.17289206079924438,0.033408667186082916,-0.06022981450885993,0.0057100540943504745,0.0019589754050819753,4.388996405087603E-4,2.821583996804756E-4,0.022725016622573493,-0.05209421083768219
55.0,0.03494949081207005,-0.02677359841967823,0.015542830056056802,-0.0468842177574245,0.008361525385547222,-0.002207373854743673,4.6914270725130003E-4,9.530369835836034E-5,0.12178781180011511,-0.1932272489362485,0.03351270049914356,-0.06336787589989859,0.004934146135474492,0.001541194976693895,6.490457128020273E-4,2.801870151611735E-4,0.023368930491769652,-0.05591086869471696
56.0,0.03777227583898215,-0.034604760391402485,0.016731167316072396,-0.050692924629392705,0.00860201165732528,-0.00364989893195554,6.378691058438531E-4,4.2942160509327146E-5,0.12698731787740983,-0.21423738048600602,0.03389170153355157,-0.06667752453266658,0.004341737657957234,0.0010779572032915633,8.064351589100672E-4,2.6834110852647715E-4,0.024204119608767297,-0.06000151247291609
57.0,0.041940392992548405,-0.04414516546252203,0.018544931900211725,-0.056062535831077114,0.009272729080656131,-0.005504553358605325,8.240036633816063E-4,-3.761494556048199E-5,0.1357742280818032,-0.24181675830464952,0.034677475288274806,-0.0711040555364891,0.003949338231933847,5.054926141124795E-4,9.494513314870631E-4,2.3431593435993228E-4,0.0256159055933096,-0.06570264171886787
58.0,0.04627683738379226,-0.053490991980789375,0.02044090283557321,-0.06154505570714373,0.0100504155727269,-0.007370559863674809,9.98020825964174E-4,-1.2817350748765266E-4,0.14566770113136307,-0.27014922303230043,0.035635789541780066,-0.0756860838013493,0.0039839125999340105,-3.8998556461280353E-4,0.001077648932487173,1.8348429582192976E-4,0.027204173439105243,-0.07172185690306467
59.0,0.05190094358955308,-0.06447515740557541,0.022990349438888488,-0.06871985780397737,0.011238125844162363,-0.00962483726430243,0.001189417851090682,-2.56290465378084E-4,0.15914328397088998,-0.3056418086699872,0.03704021139889409,-0.08160094115086619,0.004055186580870358,-0.0011107016556669417,0.0011956770087108528,1.0760295016043413E-4,0.02953337225872007,-0.07996162587438131
60.0,0.058769253666527715,-0.07701351338610327,0.026229878696689888,-0.07767411335790637,0.01279109739008378,-0.012255342215231863,0.0014016107813602748,-4.287798111399618E-4,0.17688435565324878,-0.34960784320468263,0.038901144821842065,-0.08907399190994353,0.00470213158471636,-0.0021192840188276703,0.0012896023436991858,3.7008471005967673E-6,0.03279963636832953,-0.09104651935263058
61.0,0.0624963291334855,-0.08404906097669645,0.027924454180497323,-0.08249756208438047,0.013575316865377293,-0.013740133851567601,0.0015151083280916533,-5.153644685497225E-4,0.18621700320761897,-0.37343743267150165,0.03985545536826683,-0.0931260093625766,0.004983863874936842,-0.0026683233590152166,0.0013489005445606467,-5.001930405304067E-5,0.03451757491240284,-0.09679095926466255
62.0,0.06642829729476081,-0.09130127305070533,0.029748092337871505,-0.08763724235234943,0.014378507907450107,-0.015230920584352292,0.0016279203142549538,-6.101478050090802E-4,0.19626819078073648,-0.3986895377925587,0.04086483787419294,-0.09743902171342941,0.00541455690722433,-0.0032644084404732684,0.0013973533575125565,-1.086922411845567E-4,0.03640862478746929,-0.10309783160505548
63.0,0.07054734610169305,-0.09873733614705299,0.031696114221604364,-0.09308973221770483,0.015187329444426053,-0.016716859124420985,0.0017388517783651723,-7.126629086604627E-4,0.2070186261470264,-0.4253316612480984,0.041952360030343264,-0.10201635437250457,0.005992697492290417,-0.003904307073597554,0.001436845820634614,-1.722377956537003E-4,0.03846708125766944,-0.1099821716085033
64.0,0.075245548253485,-0.10704360478626769,0.033985020436568786,-0.09942886555010162,0.01610382496293144,-0.018373880273721475,0.0018623117299122738,-8.367507827901808E-4,0.21969507740613758,-0.4563338701548792,0.043271968215705885,-0.10739274826405229,0.00681845086917959,-0.004663460387538764,0.0014684290900174235,-2.49161879049614E-4,0.04093952384833719,-0.11834539823135756
65.0,0.0805376809854258,-0.1162088008612475,0.036650371206901455,-0.10676093017876458,0.017159218776720043,-0.02024508464948593,0.002001878784832203,-9.862682263373375E-4,0.23455933801262274,-0.4922738318283724,0.04486815877752796,-0.11368262998189677,0.007943313003779366,-0.005556008423512663,0.00149210247308717,-3.427871790995158E-4,0.043906614004348726,-0.12849132232802818
66.0,0.08667885228857301,-0.1262344841559532,0.03986265425348572,-0.11567242755203705,0.018388187838744203,-0.022346732238606108,0.002156713457392155,-0.0011595852515817265,0.252745832298769,-0.5351122242345706,0.046915205082726404,-0.1212677597647769,0.00956121655464779,-0.00661238785498203,0.0015076169077843271,-4.557645815592438E-4,0.047675385915415446,-0.14136308283507432
67.0,0.09280854197654129,-0.1360557470809037,0.04316094729467134,-0.12490215255073732,0.0196484605157469,-0.024443948314762248,0.0023147430133327266,-0.0013418063761334832,0.27171984879982725,-0.5795641564277999,0.04923011567951254,-0.12926584846912112,0.011367351077216009,-0.0077047007390383,0.0015186931528902415,-5.744087114099568E-4,0.05167099608991624,-0.1552755441856936
68.0,0.09935472574001492,-0.14620436616164315,0.04682395540768743,-0.135271509527696,0.02101126205225161,-0.02664032710328501,0.0025007314700662307,-0.0015509772792960117,0.2932384037421003,-0.6298024486375982,0.05214750556038653,-0.13863036739375215,0.013565256859807846,-0.008925689574066238,0.0015286840537996934,-7.098699613651885E-4,0.05630628259808602,-0.17186934163649437
69.0,0.10609166712723461,-0.15621403001416076,0.050742511019272005,-0.14659200063350467,0.022431472834728294,-0.028837623612537243,0.0027218452230047103,-0.0017857555661732012,0.31687100833009046,-0.685125796801503,0.05562481532040036,-0.14936611748640255,0.016174488948923434,-0.010255123412883215,0.001541115356083747,-8.605093458899558E-4,0.06154309250044329,-0.19121463672995143
70.0,0.11271405266335091,-0.16555592218840384,0.05468386007354093,-0.15832088124421723,0.023855754186205252,-0.03090277526332491,0.0029829727799018002,-0.0020425208481067787,0.34161441779286555,-0.7434805298768699,0.05946984529932194,-0.16117502017846239,0.019133780527037365,-0.01164869369119346,0.0015570203104486914,-0.0010269113981896494,0.06721713195305866,-0.21280780506497177
71.0,0.1193619359356558,-0.1733357606796606,0.05872066318778397,-0.17129690399083605,0.025198352309782648,-0.0326500526094411,0.0032853927884627303,-0.002300185467052072,0.3682890226804934,-0.8062620370701402,0.06370053978724394,-0.1744622971779154,0.022655593286767143,-0.013046272093900543,0.0016037377763074216,-0.001188341901898804,0.07376280760848977,-0.23798222314943557
