"Iteration","Sdr: Residual","Tke: Residual","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual"
47.0,1.2233852164937517E-5,5.222799905856925E-4,0.01961136249627846,1.6225575372555319,0.34607849745340175,0.06623282290827287
48.0,9.883155844345058E-6,4.8507837944756436E-4,0.01804238874157189,1.500851491253424,0.34320023540052214,0.06364260195615674
49.0,1.005508379640304E-5,4.504870128552742E-4,0.016360231069069624,1.340726668955643,0.3364119390597349,0.06134960987116464
50.0,8.791213340619487E-6,4.183891677412334E-4,0.015344976271198298,1.2409427283502248,0.329733302875309,0.059753333905567425
51.0,8.962030795208345E-6,3.88684896547629E-4,0.01414963574171646,1.1235695495976887,0.31799834653112447,0.05824086576418627
52.0,8.140677406463898E-6,3.6140198986184567E-4,0.013499122505240374,1.0555733715425626,0.3076726657770794,0.05716930368036221
53.0,7.846960050740038E-6,3.365463749052488E-4,0.01258902808599228,0.9807862830094748,0.2922305748237483,0.05604390265140138
54.0,7.378139837414025E-6,3.148638974241052E-4,0.012156840294559964,0.9407852272977814,0.279460237551557,0.05520611647657301
55.0,7.302494344094661E-6,2.9582610912368015E-4,0.011381104764863344,0.8945701104891021,0.26202373372542365,0.05422522136733243
56.0,6.868416180632237E-6,2.8222957913851026E-4,0.011041990853773604,0.8710426072964614,0.24826714810268605,0.05344299391045882
57.0,6.241005161149072E-6,2.7212526296696137E-4,0.010314788121365034,0.83774410925393,0.23055864780889193,0.05245695100956898
58.0,5.678916023457213E-6,2.668113601581185E-4,0.009803688724845423,0.8152086597077479,0.21583957136604776,0.05159618924942334
59.0,5.317449769809398E-6,2.66544905347646E-4,0.009192837221970803,0.7896465727271945,0.19973798713632723,0.050525484001390834
60.0,5.2512245276838575E-6,2.588399326843041E-4,0.008584447186865192,0.765711849566888,0.1837480586361427,0.04922376575723081
61.0,5.3992056739640315E-6,2.7799384340366676E-4,0.00828067776683909,0.7556389970243536,0.17602838019662745,0.04872056678671942
62.0,5.4956893964551665E-6,2.9043283647532594E-4,0.008038607786305291,0.751279196141946,0.16893857972966855,0.048178270570632405
63.0,5.851824854549854E-6,2.928401034083371E-4,0.007804631476871425,0.7499335469355357,0.16235228740323948,0.04759883825700176
64.0,6.398111578294879E-6,2.968980520545654E-4,0.007560255263616946,0.7525082782721813,0.15586766854225081,0.04688717936165838
65.0,6.7202007519398884E-6,3.034106154663943E-4,0.007304630621694913,0.7594690025510527,0.14958251030064842,0.04602952606590038
66.0,6.525226373492361E-6,3.099007428234185E-4,0.00670959911258309,0.7545513223640676,0.1420712571564884,0.04496835588356513
67.0,6.5801849102977226E-6,3.174637040189153E-4,0.006236458778477033,0.7585806160109524,0.13578631262652904,0.043876279537833573
68.0,7.386384222579045E-6,3.2632823656631013E-4,0.005815647951976232,0.7696098481725422,0.13005366180171085,0.04259879815739373
69.0,8.78020201571429E-6,3.3349248310668455E-4,0.005437568553229366,0.7872603054401227,0.12499285719476305,0.04112465530643057
70.0,1.0116348385238695E-5,3.534640992346094E-4,0.0052908031991220905,0.8244368735326403,0.12154431267271111,0.03946593573561172
71.0,1.063809178982688E-5,3.505248680632804E-4,0.004919928326823801,0.8418590474149217,0.1169710306306997,0.03757563431021138
72.0,1.1013981791654705E-5,3.3887173758783226E-4,0.004660767746618357,0.8514071764842807,0.11420960086938532,0.03663539074454699
73.0,1.2132190112622058E-5,3.2205385919997895E-4,0.00448400812262453,0.8656282468840231,0.11210097794157875,0.03567834416892404
74.0,1.3900483773916469E-5,3.0008699113378217E-4,0.004348659702089458,0.8823104616198286,0.11039537830977626,0.034708590085000594
75.0,1.514716746057778E-5,2.800383587228853E-4,0.004243463337596624,0.8988105682221845,0.10901399690999858,0.03362447675396345
76.0,1.707904658143446E-5,2.593963319901727E-4,0.003945599162646007,0.9040007303199145,0.1067743482546426,0.03239334189728158
77.0,1.9765895498172826E-5,2.4338414141987055E-4,0.003728512056469983,0.908408184204677,0.1046563745026687,0.031184648128789197
78.0,2.317500680916142E-5,2.2947808883900462E-4,0.003568476468030417,0.911146484166877,0.10249145447488382,0.029876593860342963
79.0,2.6026903108695054E-5,2.2394459110877972E-4,0.0034428186618000586,0.9078752272644113,0.10019518074872565,0.028475298471613848
80.0,2.8428849307523598E-5,2.1897736665809673E-4,0.0033426388753955627,0.9004442903378101,0.0976844323500251,0.026996288740284414
81.0,3.058315510385718E-5,2.2113127685948183E-4,0.0032654527448442933,0.8866297415314521,0.09495101519607455,0.02546110412778019
82.0,3.1821172150571995E-5,2.2620645176398832E-4,0.003167426677466145,0.8671943622257661,0.09207172950391238,0.024020708043598803
83.0,3.370698705210107E-5,2.4279043464326013E-4,0.0030939964911299964,0.8403427494294132,0.08891950886371278,0.022574364144694697
84.0,3.679848122963079E-5,2.707788881222715E-4,0.003049445844765381,0.8079456693484832,0.0854832081087074,0.021153877918482306
85.0,4.121866903729861E-5,3.0680569267146245E-4,0.003038976892958805,0.7708882499939724,0.08184368274144944,0.019781756976365805
86.0,4.7541449867307724E-5,3.519732859931113E-4,0.003046657564781341,0.7300185276975932,0.07782776260696186,0.018472242948485058
87.0,5.34443139850213E-5,3.947344958127345E-4,0.0030662723936735314,0.6873324976646756,0.07350458873918603,0.0172276891862535
88.0,5.944017592319268E-5,4.020412249835269E-4,0.0029633149694041523,0.6544757763939022,0.06977163347985833,0.01640601443735731
89.0,6.864172302283748E-5,3.7418195015085715E-4,0.002819439434603955,0.6337852776141188,0.06699279737605171,0.01595945493516865
90.0,8.270520322043849E-5,3.5446046054347366E-4,0.002764284601832026,0.6163948556228407,0.06478482148217231,0.015554614969729747
91.0,9.97861234112576E-5,3.406578724335929E-4,0.0027504265116994136,0.6008103281217774,0.06292174631839458,0.015182366726693469
92.0,1.1888868694693378E-4,3.3666557720603643E-4,0.002754030781977655,0.5850643574442358,0.06125738910785112,0.014798667824789656
93.0,1.394798462541941E-4,3.355282517996753E-4,0.0026598714694618256,0.5679872977675882,0.059298418928958506,0.014415101413770863
94.0,1.6153613140421766E-4,3.340506830486381E-4,0.00261982478289754,0.5517523074053995,0.057427072582695124,0.01402969583160787
95.0,1.8334256810757167E-4,3.320508979784029E-4,0.0025963885494429263,0.5348180959670081,0.055578357398303385,0.013632531664038534
96.0,2.0198925455204903E-4,3.287151762669075E-4,0.002588449408755791,0.5184745816115338,0.05370555213738172,0.013213735211199716
97.0,2.0748778716428855E-4,3.220170556429596E-4,0.0025806512907285938,0.5024568209502415,0.05175910116922474,0.012765173622350036
98.0,1.9644383027432008E-4,3.1322201715085354E-4,0.0025668356661889885,0.4865127227232729,0.04971778647827045,0.012277629823155535
99.0,1.857718616005877E-4,3.048625429455419E-4,0.002544462571729477,0.47051448537924534,0.04757328822237008,0.011749085984827481
100.0,1.8404920207746274E-4,2.9284727377420865E-4,0.0025098758347654082,0.45402073471633836,0.04531225340015292,0.01117602449394048
101.0,1.8787455518856207E-4,2.7710856698654867E-4,0.00246069590592545,0.43688099334279895,0.042944439810923406,0.01056078569164894
102.0,1.957783500962685E-4,2.4680667414361796E-4,0.0023599300843800126,0.42426886702174343,0.04119205441953175,0.01021215688198137
103.0,2.0968299775430554E-4,2.1870031274966485E-4,0.002275275296032728,0.4127820851830334,0.039603437835582005,0.00987311719658924
104.0,2.219074077168733E-4,1.9519033838070795E-4,0.0022017993544487177,0.4021206793184485,0.03814824096359134,0.009541548386396497
105.0,2.2193605191095521E-4,1.7787653678187756E-4,0.0021380483989834605,0.3916400240421415,0.036750932244757596,0.009185963294237483
106.0,2.060976448527638E-4,1.657142538867874E-4,0.002079623919647397,0.3810126540027464,0.03537912422986698,0.008806079923841024
107.0,1.818296163522915E-4,1.56994506675373E-4,0.0020235128562359926,0.3700111581318287,0.03402673315049032,0.00840402265038923
108.0,1.314140000296697E-4,1.4923678625435675E-4,0.0019674011996617933,0.35861402696569067,0.0326947947227252,0.007984725048831501
109.0,1.0158484626215514E-4,1.4168611963913716E-4,0.001911150538030353,0.34690069971109616,0.031419545715570096,0.007554682387880001
110.0,1.0291297329903634E-4,1.3235843232111403E-4,0.001856666329562463,0.33505913976998,0.03023472760934778,0.007122779804239037
111.0,1.0789753805868009E-4,1.2339978375062403E-4,0.0018055538584966521,0.3234972850436728,0.02918815566766731,0.006699018107335657
112.0,1.099609117575726E-4,1.1582489113183664E-4,0.0017161653869122162,0.31049393219861415,0.028100715780148108,0.006246758313452873
113.0,1.0932555512501216E-4,1.0842773768668447E-4,0.001651476551512241,0.2989886546217458,0.02722312977993085,0.0058620952509546775
114.0,1.0470242187201202E-4,1.0376326655628939E-4,0.001611990677006514,0.28863651395958473,0.02655993912464541,0.005501889669118111
115.0,9.414734863132337E-5,1.0040351330708336E-4,0.0015955499660181953,0.2798185132500645,0.02605530929925764,0.005173049154117463
116.0,8.078777544063527E-5,9.871933886518304E-5,0.0015839733110982197,0.27157851691932955,0.02553891889059073,0.004863483143499229
117.0,6.691082075940272E-5,9.780447184061172E-5,0.0015942523862639963,0.2652919175528901,0.02502934126939355,0.004606246123942394
118.0,5.4967941331656616E-5,9.753433537816215E-5,0.001624979501500899,0.26050993662462735,0.02446142103283229,0.0043966129645272795
119.0,4.834010648126922E-5,9.565986452919213E-5,0.0015879295476241711,0.25352134201159376,0.02339446927976357,0.004288955557770445
120.0,4.582941560726329E-5,9.442742138413192E-5,0.001579231353919922,0.24904274161212842,0.02263737164814125,0.004207610597994748
121.0,4.4807868174559065E-5,9.374755724015522E-5,0.001587239054735982,0.24629051016051298,0.02209332216351806,0.004145944433754462
122.0,4.5126813483567036E-5,9.369847113630661E-5,0.0016158010912131618,0.24508420452945148,0.02174829209939127,0.004098525448690092
123.0,4.5911124193879107E-5,9.420553321366644E-5,0.0016604235623591311,0.24489627082047036,0.021526424351665525,0.004065121204714413
124.0,4.383683956074845E-5,9.517030617472914E-5,0.0017184095259162753,0.24538483924681986,0.02138679922586881,0.004047268905431309
125.0,3.942381469394911E-5,9.643242579168986E-5,0.0017693352254539371,0.24566215587315085,0.021241566408323444,0.004019987593365635
126.0,3.344235809673724E-5,9.766961168250408E-5,0.0018378065928823832,0.2461939255979986,0.021064043851007345,0.004038082002967656
127.0,2.6644197492933802E-5,9.905736645318333E-5,0.001898826472088626,0.2460857615746546,0.02087547952712203,0.00404834073686889
128.0,2.259553996669906E-5,1.0003704638108428E-4,0.0019546457506570626,0.2449610674901463,0.020582818673332545,0.004077059053813776
129.0,2.1216430814665065E-5,1.0108204092461303E-4,0.002023262509754353,0.2434693655808119,0.02032271525521178,0.004128285624024338
130.0,2.1277676747215975E-5,1.0197101348198574E-4,0.0021025377242538407,0.2414341722877863,0.02007319140631172,0.004202483065600571
131.0,2.21126392149242E-5,1.024815966256248E-4,0.0021691503792487877,0.237680714775649,0.019688182545469918,0.004284910018223531
132.0,2.3348828068306677E-5,1.0188265274595735E-4,0.0022203622567138134,0.2327322641475616,0.01915818010712255,0.004366032063288401
133.0,2.393561447845904E-5,1.009055251569534E-4,0.0022785857337660944,0.2280860228813657,0.018736875113241947,0.004463840159692623
134.0,2.3902358016933342E-5,9.963025223050941E-5,0.002327462255675162,0.22259751195308466,0.01829726979002399,0.004569079821687752
135.0,2.380840732882507E-5,9.789684745667097E-5,0.002358032001615896,0.21719083910045223,0.01780129507456252,0.004671384174510441
136.0,2.333892928559612E-5,9.615682755243895E-5,0.0024018349627049247,0.21286292035714194,0.017475357017214865,0.00479312859406499
137.0,2.2922975598951687E-5,9.427446304643904E-5,0.002438614452788027,0.20759640959489806,0.017149753676085337,0.0048991381078904
138.0,2.2710817762097104E-5,9.252569677079736E-5,0.0024764933542216435,0.20328491058428041,0.016885504334461197,0.005025259446622888
139.0,2.2539746666889307E-5,9.089681391632533E-5,0.002501476550013442,0.19792225952282497,0.016613995161658384,0.005129414057013959
140.0,2.2567944224690853E-5,8.941376634879058E-5,0.0025263151443499087,0.19383090755101434,0.016355521650878765,0.005248887012210154
141.0,2.2425588464144434E-5,8.81671857988552E-5,0.002536902253786814,0.1886861175344416,0.016095419913379646,0.0053431334946900284
142.0,2.232144689255797E-5,8.70126066408464E-5,0.0025494704908308684,0.18508129580831068,0.015844812635116483,0.005452181136920353
143.0,2.2002759987661724E-5,8.604619175977461E-5,0.0025466591212676666,0.1805091327088124,0.01561021947261553,0.0055342602679990084
144.0,2.1680700808763098E-5,8.506076563060899E-5,0.0025461265738783946,0.17745950993300924,0.015381863372876661,0.005628889173824785
145.0,2.11352605112295E-5,8.42202394445506E-5,0.0025286320675278703,0.17330376388620117,0.015176339317298717,0.005695298799472598
146.0,2.0622931915218595E-5,8.328781345765524E-5,0.0025149227753302663,0.17048478570472353,0.014947456354731475,0.005773615163475691
147.0,1.991124429595238E-5,8.247206504912602E-5,0.002485972190540424,0.16672411654744512,0.014746731309488753,0.005822996756387038
148.0,1.9169135239603274E-5,8.150054173365039E-5,0.002460635119510265,0.16406172018164622,0.014516288128178201,0.005882987427519502
149.0,1.814546764050945E-5,8.065834260024326E-5,0.0024171635856267523,0.16049042885276343,0.014350204796660089,0.00591270521650172
150.0,1.712139088259882E-5,7.977656135095535E-5,0.002379234954533607,0.15814899901825238,0.014127442794093632,0.005952431057084135
151.0,1.5936779690630677E-5,7.908563569573045E-5,0.0023238098987272532,0.1550296030167811,0.013990549218196056,0.00596149338576355
152.0,1.4859307364080964E-5,7.837213596388398E-5,0.0022695799070140688,0.15198893061117918,0.013803010805463499,0.005965231538638478
153.0,1.3719462611168526E-5,7.776984562083167E-5,0.002210967413407213,0.14943411011792695,0.01369866464474973,0.005958180569264944
154.0,1.2689075360189707E-5,7.758497544781935E-5,0.002148525032495677,0.1469387439382691,0.01364283353550236,0.0059375170328510906
155.0,1.1863865797627226E-5,7.766570975294382E-5,0.002084052753285863,0.14458646719786178,0.013636729329854729,0.005900923454001884
156.0,1.1384748955318536E-5,7.794318735987532E-5,0.0020074762646003735,0.1406234420113629,0.013381803102633667,0.0058424498258563065
157.0,1.1275689518708846E-5,7.818619120912136E-5,0.001929119591687922,0.1366237082070456,0.013095992090289306,0.005771283459934756
158.0,1.1116590105987131E-5,7.853838895616402E-5,0.0018487358355803209,0.1334632355987464,0.012952795180128282,0.005686264601184178
159.0,1.0673446265692058E-5,7.957748064879789E-5,0.0017581687453524038,0.1293603445579431,0.01266620906970951,0.005576566206360024
160.0,1.0467563447693172E-5,8.093322427064724E-5,0.0016641302647251804,0.12555574921896645,0.012355175941259315,0.005455059447735294
161.0,1.0479846723400527E-5,8.230236554080612E-5,0.0015673072957714293,0.12187611367423899,0.012024821691131627,0.005322814032955609
162.0,1.0592475636452615E-5,8.344531151489229E-5,0.0014718857841587633,0.11827246437261843,0.011696653883334077,0.005182126271795126
163.0,1.0910574192654887E-5,8.425767714718673E-5,0.0013801863207396213,0.1147884302350777,0.011364829944343157,0.005034275943941531
164.0,1.1398910614044796E-5,8.486879310237257E-5,0.0012915931910371613,0.11149424914565417,0.011022060453505275,0.004880234855930774
165.0,1.1952370662102972E-5,8.531707008119955E-5,0.0012069167275204995,0.10838086218427774,0.010660332498012307,0.004721617341695849
166.0,1.2719543199881553E-5,8.57268305993706E-5,0.0011272087945626444,0.10542173809051059,0.010294117415449798,0.00455964191612997
167.0,1.3551014795675435E-5,8.615596052303961E-5,0.0010505259483311392,0.10259477113693512,0.009926998436770229,0.004394225904184875
168.0,1.3656159169851725E-5,8.663558903319562E-5,9.796567060651015E-4,0.09983963810160223,0.009570363710206095,0.0042278781574120305
169.0,1.4045502237313412E-5,8.718481495917649E-5,9.137056659540624E-4,0.09705737567086219,0.009228118132733444,0.004061579522385583
170.0,1.4611101125949104E-5,8.768431061039446E-5,8.547933509641617E-4,0.09428647118015941,0.008896454042417706,0.0038964949306276447
171.0,1.499911516830871E-5,8.813642374318697E-5,8.011211493400086E-4,0.09162302234832602,0.008570914641588647,0.0037324005417363124
172.0,1.540569124917788E-5,8.853597121602979E-5,7.638362916814024E-4,0.08930946218021188,0.008397554874093096,0.0035713680166979747
173.0,1.586319608449919E-5,8.71659527005373E-5,6.91635395389673E-4,0.08459419274031156,0.007757303672052514,0.0035210302158471987
174.0,1.6514334369660352E-5,8.592370458571496E-5,6.405031547046366E-4,0.08115064080680207,0.0073142958192464165,0.003475147756842932
175.0,1.7224430124384097E-5,8.471081147238673E-5,6.023856463321634E-4,0.07859900684477432,0.006995437682857852,0.0034317605041068737
176.0,1.73462516228251E-5,8.341986406843483E-5,5.729675585526376E-4,0.0766495093737885,0.006764645979219225,0.0033859678549380146
177.0,1.751187002408042E-5,8.198167755013374E-5,5.491229403245555E-4,0.07510133664316003,0.0065907393608503435,0.0033369776601145855
178.0,1.742879354868514E-5,8.042135887568394E-5,5.288477396882231E-4,0.07381356979051688,0.006453865510415069,0.0032840364023662546
179.0,1.735938357506207E-5,7.885561950137017E-5,5.113231156114688E-4,0.07270841594421022,0.006341383284878136,0.003226678927833588
180.0,1.7203712601090682E-5,7.736495842605158E-5,4.968038406824696E-4,0.07176401825203316,0.006246373971900018,0.003164764691131987
181.0,1.7106237282362648E-5,7.603237799661588E-5,4.8443434511312683E-4,0.07094906136382569,0.006163505892118273,0.0030978775459360544
182.0,1.7252086336797832E-5,7.492135870161864E-5,4.7486633812564343E-4,0.07027062514742985,0.006090161251517734,0.0030259288598080383
183.0,1.7655226824353133E-5,7.408576922025565E-5,4.4704728842827595E-4,0.06931353057994293,0.005958203314452189,0.002940454152783178
184.0,1.7949048885131624E-5,7.352966354750868E-5,4.285214191421508E-4,0.0685719420666405,0.005847119282273365,0.0028602493807197006
185.0,1.812121168756851E-5,7.340021229261038E-5,4.2017105335945775E-4,0.0682068445809038,0.005777843098312455,0.002775615090158341
186.0,1.841892594635079E-5,7.370585144897467E-5,4.0598976912784756E-4,0.06762330251404683,0.005694041572730898,0.0026845421857093527
187.0,1.86685216250491E-5,7.436279518654098E-5,3.9863994540497854E-4,0.06698574622466709,0.005608593379449864,0.0025961933404805276
188.0,1.8686447007656307E-5,7.536614033080662E-5,3.9858577587471833E-4,0.06630383045450841,0.005520023803290135,0.002510457000631722
189.0,1.8599006277509E-5,7.567953780696086E-5,3.6282094696484353E-4,0.06374239179172109,0.005309455382448439,0.002460686720480175
190.0,1.8782091953718207E-5,7.627475153109981E-5,3.3081801900932203E-4,0.06192579333293591,0.005147857700980446,0.0024141751811263892
191.0,1.891532752774173E-5,7.71676994242646E-5,3.088392272092588E-4,0.06053566423495979,0.005024520057341852,0.0023698048386331673
192.0,1.8666341993263147E-5,7.839636391707861E-5,2.961742921590759E-4,0.05952441806549422,0.004933110822816674,0.0023231569790846313
193.0,1.8271023308652112E-5,7.991972784740548E-5,3.3644797099860625E-4,0.05875331986115237,0.004863777364572988,0.002278138591557146
194.0,1.7894395224235333E-5,8.169008040793282E-5,3.5997035009014046E-4,0.05818765906790334,0.004809081653746884,0.002228327054819876
195.0,1.7617932954741535E-5,8.366977049725638E-5,3.47946144501982E-4,0.05763191273917742,0.004735254958845484,0.002167758241632302
196.0,1.7314243536421878E-5,8.569152738030768E-5,3.2936130382677203E-4,0.05705525979033528,0.004672042075416835,0.002109812108973923
197.0,1.7093044285394193E-5,8.787261234550227E-5,3.2236256544593197E-4,0.056671137742051986,0.004638017441132532,0.0020500639317734336
198.0,1.6930655213429484E-5,9.010909071527469E-5,3.1873854185741137E-4,0.05619534207737354,0.004592155221698453,0.001986239446353968
199.0,1.7086734565383806E-5,9.210950957508752E-5,3.055913661948311E-4,0.055498567937147435,0.004532054986398367,0.001923816482306538
200.0,1.7326328120690513E-5,9.383254524851059E-5,2.949999963521912E-4,0.05473286338431999,0.004468931352561337,0.001868020760837605
201.0,1.7547251378025813E-5,9.534742580017739E-5,2.8673856491272747E-4,0.05401396607500996,0.004412535726721219,0.0018143444078005367
202.0,1.8057414421416255E-5,9.652501917295398E-5,2.791952566606131E-4,0.05328463704159853,0.004354058078939652,0.001761820850992865
203.0,1.836038520901442E-5,9.701818408784406E-5,2.4852492239111224E-4,0.05179110997316736,0.004257670194282921,0.0017165827841015956
204.0,1.8721635396934756E-5,9.73505060936828E-5,2.3628403986537296E-4,0.0509266550566261,0.004203386824970001,0.0016711616977122166
205.0,1.9146440516597564E-5,9.714305823074453E-5,2.2272313387710073E-4,0.04980477961810046,0.004131595202280202,0.0016336899160527632
206.0,1.9742490799368505E-5,9.677788307566283E-5,2.164827807862678E-4,0.04906559929358946,0.004080843092951705,0.001593449740207837
207.0,2.0467014408581244E-5,9.610685319412531E-5,2.1389826787122134E-4,0.04835934163690414,0.004029671656215558,0.0015575508288427416
208.0,2.1295656312650584E-5,9.526130146756983E-5,2.1631910341060495E-4,0.04776209356279862,0.003986691462329211,0.001518946598975358
209.0,2.2255330239510874E-5,9.421317856838759E-5,2.215579095758468E-4,0.04720744995625695,0.003945386889508719,0.0014822076445153993
210.0,2.3312638314640632E-5,9.303436250344916E-5,2.3238085020132416E-4,0.04678295584989095,0.003911133727413491,0.0014479461476789766
211.0,2.4485944832633983E-5,9.161635997933131E-5,2.2425197839042067E-4,0.0458467575312279,0.003844947246956263,0.0014155667873595981
212.0,2.572028924719752E-5,9.019894387050935E-5,2.350140370406374E-4,0.04551366130781788,0.0038119330494448033,0.0013838257627096168
213.0,2.706812520923669E-5,8.861899600094517E-5,2.2709588761645114E-4,0.04470383625188431,0.00375353551319888,0.0013543809068830908
214.0,2.8452578032129067E-5,8.708125884071259E-5,2.2784259756022325E-4,0.044394847787768796,0.003721102583427001,0.0013241603345468692
215.0,2.9823651526760743E-5,8.528306368253065E-5,2.0117254464160182E-4,0.04338501413338903,0.0036374455222274497,0.0013079105951482224
216.0,3.1179587862828546E-5,8.349213918770104E-5,1.8301619674718797E-4,0.042476769803008046,0.0035732787198995623,0.0012924849567364318
217.0,3.244898840665501E-5,8.174570430472362E-5,1.7197203699286065E-4,0.04175236760913981,0.003522864159441125,0.0012782858335976903
218.0,3.3400507669930324E-5,7.998467838227768E-5,1.6906539460828968E-4,0.04120271066408638,0.0034850373856507846,0.001263876817516177
219.0,3.395755516873229E-5,7.822971983744277E-5,1.7426138470283447E-4,0.04078576267969919,0.0034564098763872593,0.0012491981799594549
